小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价
大城云山(别墅),在售,[从化-太平镇]和平收费站旁约100米处,一居(1)，二居(1)，三居(2)，五居及以上(1),2017.04.05,87-285万元/套,
新时代家园,在售,[从化-街口]新城中路86号,三居(2),2017.04.06,"均价12,000元/m²",110-130万元
珠光御景山水城,待售,[从化-江埔街]105国道九里步果场段,三居(10),2017.03.28,"均价13,000元/m²",117-169万元
云星钱隆公馆,在售,[从化-街口]从城大道风云岭公园对面,三居(2)，四居(1),2017.04.06,"均价13,500元/m²",119-142万元
云星钱隆天誉,在售,从化 - 太平开发区高技术产业园丰盈路7号,三居(6),2017.04.25,"均价13,000元/m²",120-160万元
天誉半岛花园,在售,[海珠-滨江]滨江西路三江交汇处,四居(2)，五居及以上(1),2017.09.21,"均价100,000元/m²","3,700万元"
中海联同福睿府,售罄,[海珠-江南西]海珠区同福东路608号,不限(7),2017.01.04,售价待定,总价待定
珠江帝景克莱君殿二期(别墅),售罄,[海珠-赤岗]新港中路艺苑路99号,四居(2)，五居及以上(1),,总价待定,
和丰国际大厦(别墅),售罄,[海珠-广州大道南]南叠景路138号,不限(9),,总价待定,
馨润尚寓,售罄,海珠 - 英豪花园内（东晓南路与盈丰路路口）,一居(3)，三居(1),,"均价25,562元/m²",总价待定
宝兴翠园,待售,[天河-东圃]中山大道中1118、1120、1122号,三居(4)，四居(2),2017.06.09,售价待定,总价待定
万科云城米酷,在售,[天河-天河北]华观路与高唐路交汇处,不限(7),2017.08.18,"均价28,000元/m²",70万元
家和天曜,在售,[天河-车陂]大灵山路自编428号,不限(4),2017.08.18,"均价32,000元/m²",141-262万元
合生骏景广场,在售,天河 - 中山大道西1138号（骏景花园西北侧）,不限(2),2017.06.21,"均价40,000元/m²",224-428万元
锦源国际公寓(商办),售罄,[越秀-北京路]北京路147、149号,一居(1)，二居(2)，四居(1),,售价待定,总价待定
峰湖御境,在售,[黄埔-科学城]天鹿南路以东、牛头山南麓,二居(3)，三居(1),2018.03.08,"均价30,000元/m²",231-276万元
御泉湾,在售,[从化-温泉镇]冲口路91号,三居(2)，四居(2),2017.04.05,"均价9,500元/m²",121-155万元
人盛巴厘天地,在售,[从化-太平镇]神岗广从北路263号,二居(2)，三居(8),2017.04.11,"均价12,000元/m²",124-158万元
智杰雅筑,在售,[从化]向阳一路32号,三居(3)，四居(1),2017.04.06,"均价14,000元/m²",129-231万元
雍晟岭南雅苑,在售,[从化-江埔街]大江路13号,三居(2)，四居(1),2017.04.06,"均价15,000元/m²",132-165万元
保利桃花源,在售,[从化-温泉镇]中山大学南方学院南门,不限(1)，二居(1)，三居(1)，四居(2),2017.06.14,149-270万元/套,
珠光山水御苑,在售,[从化-温泉镇]水底村（105国道旁）,二居(1)，三居(1)，四居(1),2017.06.14,"均价15,000元/m²",150万元
荔山雅筑,在售,[从化-街口]神岗镇赤草村（105国道旁）,三居(4)，四居(1),2017.05.05,"均价17,500元/m²",185-233万元
珠光御景壹号,在售,[荔湾-芳村]黄沙大道广铁南站,不限(3)，四居(2)，五居及以上(4),2017.04.05,"均价70,000元/m²","322-2,205万元"
源海御苑,售罄,[海珠-工业大道]革新路6号,二居(4)，三居(8),,"均价26,000元/m²",总价待定
中海橡园国际,售罄,[海珠-工业大道]榕景路（沙园地铁站）,二居(3)，三居(1),,"均价34,454元/m²",总价待定
合生帝景国际,售罄,[海珠-江南西]昌岗路与江南大道交会处,二居(3)，三居(2),,"均价33,878元/m²",总价待定
可逸隽轩,售罄,[海珠-江南西]南田路（广东药学院旁边）,三居(2)，四居(1),,"均价9,759元/m²",总价待定
信达阳光海岸(别墅),售罄,[海珠-滨江]下渡路信泰街1—9号（滨江东路）,五居及以上(3),,总价待定,
信达阳光海岸(商办),售罄,[海珠-滨江]下渡路信泰街1—9号（滨江东路）,五居及以上(3),,售价待定,总价待定
花季华庭(商办),售罄,[海珠-赤岗]江海大道紫菀一路60号,二居(2)，三居(1),,售价待定,总价待定
天河星作,在售,天河 - 天河东圃小新塘合景路（私立华联大学旁）,二居(3)，三居(4),2017.11.20,"均价42,000元/m²",294-336万元
紫泉流溪湾(别墅),在售,从化 - 105国道流溪河旁（北回归标志塔旁）,一居(1)，二居(1)，三居(1),2017.04.11,247-522万元/套,
中海花湾壹号,在售,[荔湾-芳村]鹤洞路（地铁西朗站A出口）,二居(7)，三居(11)，四居(1),2017.04.11,"均价42,000元/m²",332-521万元
金融街融穗华府,在售,[荔湾-芳村]银沙路与开拓二横路交界处,二居(1)，三居(2)，四居(1),2017.04.05,"均价49,000元/m²",348-529万元
君荟名轩,在售,[荔湾-环市西]环市西路47号,一居(2)，二居(5)，三居(1),2017.06.13,"均价38,000元/m²",353-570万元
保利西悦湾,在售,[荔湾-芳村]东漖南路（芳村花园对面）,三居(9)，四居(2),2017.04.11,"均价42,000元/m²",365-584万元
翠竹苑,在售,[荔湾-芳村]芳村花地大道翠竹苑,二居(1)，三居(4),2017.04.06,"均价40,000元/m²",384-668万元
葛洲坝保利曼城,在售,[荔湾-芳村]鹤洞路以南,三居(5),2017.04.06,"均价48,000元/m²",398-533万元
富丽居,在售,番禺 - 番禺大石街石化工业路22号（大石中心小学旁）,一居(1)，二居(1),2017.06.13,"均价28,000元/m²",总价待定
珠光新城御景二期(商办),在售,天河 - 花城大道与平江路交界（跑马场南面）,不限(4)，三居(1)，四居(1),2017.04.11,"均价65,000元/m²",332-982万元
御泉湾(别墅),在售,[从化-温泉镇]冲口路91号,三居(2)，四居(2),2017.04.05,254-326万元/套,
龙津世家,在售,[荔湾-陈家祠]龙津中路459-471号,三居(4),2017.04.05,"均价47,000元/m²",442-616万元
保利葛洲坝海德公馆,在售,荔湾 - 荔湾区芳村大道南以西，鹤洞路以南,三居(2)，四居(2),2017.04.25,"均价47,000元/m²",447-790万元
粤海广场,待售,[番禺-华南]番禺大道北与汉溪大道交汇处,不限(1),2017.04.11,售价待定,总价待定
招商金山谷(商办),在售,番禺 - 番禺东环街东艺路81号（金山大道的南面）,不限(4)，二居(4)，三居(6)，四居(2),2017.04.11,"均价22,000元/m²",64-150万元
江源半岛花园,在售,天河 - 黄埔大道车陂水厂南侧路段(4、5号线地铁交汇处南侧),二居(4)，三居(5)，四居(1),2017.02.21,"均价65,000元/m²",525-608万元
北大资源博雅1898,在售,[荔湾-芳村]广钢新城中轴（原广钢大剧院旁）,三居(5)，四居(3),2017.03.28,"均价43,000元/m²",486-593万元
珠江金茂府,在售,[荔湾-芳村]广钢新城开拓路,三居(3),2017.04.05,"均价50,000元/m²",545-710万元
中信西关海,在售,[荔湾-中山八路]南岸路67号,三居(3)，四居(4),2017.04.25,"均价55,000元/m²","583-1,760万元"
珠江鹅潭湾,在售,[荔湾-大坦沙]珠江大桥西,三居(2)，四居(3)，五居及以上(1),2017.03.21,"均价43,000元/m²","628-1,191万元"
岭南湾畔(商办),售罄,[荔湾-环市西]西湾路东西两侧(水泥厂地块),三居(6),,售价待定,总价待定
富力君湖华庭(商办),售罄,荔湾 - 流花路君湖一街1－4号、君湖二街1号（陆军总医院西行300米...,三居(3)，四居(3)，五居及以上(1),,售价待定,总价待定
万科春风十里,在售,[增城-朱村],三居(2)，四居(1),2018.03.08,"最低22,000元/m²起",218-288万元
锦麟万博,在售,[番禺-市桥]兴南大道中华美食城南面,不限(1),2017.06.21,"均价13,500元/m²",65万元
越秀可逸江畔(商办),在售,[番禺-市桥]南城路（番禺中学旁）,不限(6)，一居(1)，二居(3)，三居(14)，四居(4)，五居及以上(7),2017.06.20,"均价16,000元/m²",72万元
敏捷·御峰国际,在售,番禺 - 大石105国道左侧（飘峰公交站左侧）,不限(6),2018.01.19,"最低16,000元/m²起",83-118万元
金地天河公馆,在售,天河 - 黄云路（珠吉路以西，临近世界大观和奥体中心）,四居(4),2017.03.30,"均价45,000元/m²",540-734万元
保利云禧,在售,[白云-白云大道]云城东路以西，齐富路以北,三居(2)，四居(1)，五居及以上(1),2017.06.21,"均价60,000元/m²","1,175-1,710万元"
融创御园,在售,[增城-朱村],三居(2)，四居(1),2018.02.22,"均价18,500元/m²",222万元
源海仙村一号,在售,[增城-荔城]荔新大道与仙村大道交汇处,二居(1)，三居(5),2018.01.26,"最低13,500元/m²起",154万元
绿地珑玥府,在售,[增城-荔城],三居(2)，四居(3),2018.01.26,"最低20,000元/m²起",196-276万元
碧桂园豪园,待售,增城 - 增滩公路碧桂园豪园（原石滩收费站旁）,二居(1)，三居(5)，四居(3),2018.01.26,售价待定,总价待定
中洲公馆,在售,[番禺-市桥]市桥北桥路1号,不限(3),2017.03.28,"均价20,000元/m²",84-168万元
雄峰城,在售,[番禺-华南]钟村街105国道钟村新城区路段西侧,不限(2),2018.01.14,"均价20,000元/m²",92万元
广晟万博城,在售,[番禺-华南]万博商务区,不限(3),2017.04.06,"均价32,000元/m²",115-182万元
信业悦都荟,在售,[番禺-华南]番禺大道北822号,不限(2),2017.04.11,"均价27,000元/m²",116万元
招商城市主场,在售,[番禺-华南]万博商圈汉溪大道与南大路交汇处,不限(5),2017.02.24,"均价30,000元/m²",117-177万元
天健上城,在售,[天河-车陂]车陂广棠西路北面,四居(2),2017.06.02,"均价35,000元/m²",564万元
中惠睿元,在售,[天河-天河北]智慧城天慧路与天顺路交界处,不限(2),2017.02.21,"743-1,144万元/套",
招商雍华府(别墅),待售,[天河-东圃]悦景路与珠吉路交汇处,三居(1)，四居(2),2017.03.28,"748-1,071万元/套",
九洲海誉居,在售,[天河-天河北]东莞庄路78-88号,二居(3)，三居(5)，四居(4),2017.04.05,"均价68,000元/m²","762-1,306万元"
珠光新城御景二期,在售,天河 - 花城大道与平江路交界（跑马场南面）,不限(4)，三居(1)，四居(1),2017.06.13,"均价90,000元/m²","1,071-1,359万元"
祈福黄金海岸(别墅),待售,[花都-区府]培正大道皇母水库,不限(2),2017.06.13,总价待定,
新天半山,在售,[白云-南湖区]南湖山庄旁边,四居(4),2017.03.21,"均价45,000元/m²","1,220-1,602万元"
新天半山(别墅),在售,[白云-南湖区]南湖山庄旁边,四居(4),2017.03.21,"1,355-1,780万元/套",
金湖翡翠山,在售,白云 - 沙太北路938号（广州大道北直行3公里，华快三期沙太路出口）,五居及以上(2),2017.04.06,"1,375-1,408万元/套",
金地香山湖（别墅）,在售,增城 - 新新公路15号（广园东路中新出口）,二居(2)，三居(6)，四居(7),2018.02.22,498-684万元/套,
海印总统公馆,在售,[番禺-华南]南村镇番禺大道北383号,不限(5),2017.04.06,"均价18,000元/m²",117-193万元
尚东数字居,在售,[番禺-广州南站]番禺大道北23、25号,不限(2),2017.03.29,"均价24,000元/m²",120-168万元
同创誉城,在售,[番禺-市桥]万博兴南大道（国泰路口）,不限(3),2017.04.06,"均价30,000元/m²",138-270万元
星力时代豪庭,在售,番禺 - 东环街迎星路（星力动漫游戏产业园旁）,二居(2)，三居(6)，四居(1),2017.06.09,"均价25,000元/m²",175-288万元
尚东君御,在售,[天河-珠江新城]兴盛路与冼村路交界处,一居(1)，二居(1)，三居(1)，四居(4),2017.06.21,"均价95,000元/m²","1,629-1,793万元"
尚品雅居,待售,[花都-区府]新华街学府路6号,二居(1)，三居(6),2017.06.05,售价待定,总价待定
班芙小镇,在售,[花都-狮岭]建设北路狮岭段（西侧）,三居(2)，四居(1),2017.06.21,"均价13,000元/m²",总价待定
雅居乐汇通国际公寓,在售,[花都-区府]平步大道西汇通广场,不限(2),2017.06.21,"均价40,000元/m²",总价待定
祈福天龙苑,待售,[花都-区府]新街大道中（祈福辉煌台旁）,二居(6)，三居(4)，四居(4),2017.06.05,售价待定,总价待定
东方文德森岛湖(别墅),待售,花都 - 狮岭大道东63号（广清海布出口旁）,三居(3),2017.06.21,总价待定,
颐和高尔夫庄园,在售,[白云-南湖区]国家旅游度假区南湖高尔夫球场,五居及以上(2),2017.04.06,"1,700-2,513万元/套",
白云尚城(别墅),售罄,[白云-白云大道]黄石北路137-157号,二居(1)，三居(2)，四居(2),,总价待定,
中海云麓公馆(商办),售罄,[白云-机场路]新城云城西路地段,三居(1)，四居(1),,售价待定,总价待定
时代糖果(商办),售罄,[白云-金沙洲]里横路糖果社区二期,不限(1)，二居(1)，三居(2)，四居(3),,售价待定,总价待定
顺丰翠园(别墅),售罄,[白云-罗冲围]石井兆丰路168号,二居(3)，三居(1),,总价待定,
保利瓏熙,售罄,白云 - 罗冲围松鹤街（罗冲围客运站侧）,二居(1)，三居(3)，四居(1),,"均价24,000元/m²",总价待定
临港国际商务大厦,在售,[南沙-南沙湾]龙穴岛龙穴大道中123号,一居(1),2017.03.07,售价待定,总价待定
碧桂园城市花园,待售,[增城-朱村]广汕公路旁（燕岗桥东行800米）,三居(12)，四居(2),2018.01.26,售价待定,总价待定
奥园康威广场,在售,[增城-新塘]荔新大道和香山大道交汇处,不限(2),2018.01.26,"均价22,000元/m²",110-154万元
侨建御溪谷,在售,[增城-广园东]风光路399号,不限(10)，二居(1)，五居及以上(1),2018.01.26,267万元/套,
尚东We家,在售,[增城-新塘]西宁西路618号,一居(1)，二居(7)，三居(10)，四居(2)，五居及以上(1),2018.01.26,"均价20,000元/m²",172-216万元
金地香山湖,在售,增城 - 新新公路15号（广园东路中新出口）,二居(2)，三居(5)，四居(6),2018.03.08,"均价15,000元/m²",144-186万元
桃源盛世名苑,待售,[花都-区府]新华街南石西路1号,三居(2),2017.06.05,售价待定,总价待定
祈福黄金海岸,待售,[花都-区府]培正大道皇母水库,,2018.01.12,"均价9,000元/m²",总价待定
柏景珑汇,在售,[花都-区府]新华街棠柏路1号,不限(1),2017.06.20,"均价8,500元/m²",47万元
广州国际空港中心,在售,花都 - 迎宾大道与清塘路交界（广州花都皇冠假日酒店对面）,不限(2),2017.08.18,"均价17,000元/m²",56万元
星汇金沙,售罄,白云 - 金沙洲西南面，万科idea爱地住区南侧,不限(2)，二居(2)，三居(5)，四居(3),2017.03.13,"均价23,000元/m²",总价待定
雅居乐富春山居,在售,黄埔 - 广汕路与大观路交界处（临近117中学）,三居(1)，四居(5)，五居及以上(1),2018.01.26,"均价40,000元/m²","1,152万元"
万地雅涛阁,待售,[南沙-明珠湾]万顷沙镇新垦公交总站旁,二居(1)，三居(4),2018.01.26,售价待定,总价待定
领界,在售,[南沙-明珠湾]珠江大道南江一街南思1号,不限(2),2018.02.07,"均价12,000元/m²",62万元
领界(商办),在售,[南沙-明珠湾]珠江大道南江一街南思1号,不限(2),2018.02.07,"均价12,000元/m²",62万元
盈港国际,在售,[南沙-金洲]南沙进港大道577号,不限(7),2017.03.29,"均价15,000元/m²",74-209万元
星河壹号公馆,在售,[南沙-金洲]上隆岭路以北，金洲涌以南,不限(3),2017.06.15,"均价20,000元/m²",76-116万元
真功夫启航金港,在售,[南沙-金洲]金隆路以东，上隆岭路以北,不限(1),2017.02.20,"均价18,000元/m²",92万元
麒麟广场,在售,[南沙-黄阁]黄阁大道南,不限(3),2018.02.07,"均价16,000元/m²",93-96万元
保利南沙大都汇,在售,[南沙-金洲]金隆路与上隆岭路交接处,不限(3),2018.02.07,"均价19,000元/m²",101-127万元
临港国际商务大厦(商办),在售,[南沙-南沙湾]龙穴岛龙穴大道中123号,一居(1),2017.03.07,"均价21,000元/m²",111万元
依山小筑,待售,[南沙-金洲]南沙街裕兴花园生活区东侧,二居(3)，三居(6),2018.02.06,"均价20,000元/m²",154万元
悠山时光,在售,[南沙-金洲]进港大道南侧蝴蝶洲公园旁,不限(1)，二居(3)，三居(4),2017.09.28,"均价21,000元/m²",189-231万元
广晟圣淘沙,待售,南沙 - 进港大道金洲广场金沙路（今洲广场北侧）,一居(1)，二居(3)，三居(2),2018.02.05,"均价15,700元/m²",190万元
合生湖山国际,在售,[增城-新塘]源章大道（翡翠绿洲商业街对面）,二居(1)，三居(4)，四居(8)，五居及以上(3),2018.03.12,"均价24,000元/m²",197-293万元
广铝荔富湖畔,在售,[增城-荔城]朱村街朱村大道东88号,二居(6)，三居(7)，四居(3),2018.03.16,"均价22,500元/m²",173-257万元
碧桂园凤凰城,在售,[增城-广园东]快速路,不限(2),2017.11.09,总价待定,
碧桂园东湖1号,在售,[增城-荔城]东湖东路（东湖公园旁）,二居(3)，三居(3),2018.02.05,"均价18,000元/m²",320万元
宝峰春天,在售,[花都-狮岭]宝峰南路15号,二居(2)，三居(2),2017.04.12,"均价8,800元/m²",68-94万元
花城美汇,在售,[花都-区府]新华路105号,不限(2),2017.08.18,"均价14,500元/m²",73-145万元
利峰城,在售,花都 - 金狮大道南侧，西临广清（107国道）高速,二居(2)，三居(5),2017.04.13,"均价8,500元/m²",82万元
御龙国际商寓(商办),售罄,越秀 - 广园西路235号（广园西路立交桥西侧）,一居(2),,售价待定,总价待定
新世界嘉云府,售罄,白云 - 白云大道北1689号（白云堡豪苑对面）,三居(1)，四居(1)，五居及以上(2),,"均价26,000元/m²",总价待定
万科城市之光,在售,[黄埔-黄埔区府]文冲广新路,不限(1),2018.01.26,"均价29,000元/m²",81万元
萝岗奥园广场,在售,黄埔 - 开创大道与开萝路交汇处（地铁6号线香雪站上盖）,不限(5),2018.01.26,"均价20,000元/m²",180-188万元
晴海岸(商办),在售,[南沙-南沙湾]环市大道南三姓路,二居(2)，三居(3),2017.03.07,"均价22,000元/m²",194-222万元
通大旭日园,在售,南沙 - 进港大道金枫路（奥园中环广场旁）,二居(1)，三居(1),2017.06.15,"均价22,000元/m²",198-275万元
豪利幸福里,在售,[花都-狮岭]洪秀全水库西侧,三居(4),2017.04.13,"均价10,000元/m²",85-90万元
祈福聚龙堡,在售,[花都-狮岭]花山政府北侧106国道旁,二居(1)，三居(2),2017.06.21,"均价14,000元/m²",90-125万元
恒鑫东和湾(商办),售罄,[海珠-滨江]滨江东路698号下渡路西侧,一居(1)，二居(1)，三居(2),,售价待定,总价待定
正佳东方国际广场(商办),售罄,越秀 - 越秀区环市东路与淘金路交汇处花园酒店东侧,二居(3),,售价待定,总价待定
元邦明月金岸,售罄,白云 - 石井镇横沙村广佛路段，靠近城西花园,二居(1)，三居(7)，四居(1)，五居及以上(1),,"均价17,063元/m²",总价待定
萝岗万达广场,待售,[黄埔-萝岗区府]开创大道与科丰路交汇处西侧,不限(2),2018.01.26,"均价16,000元/m²",总价待定
万科里享家,在售,黄埔 - 新业路与布岭路交汇处（里享家公交车总站旁）,三居(9)，四居(1),2018.01.26,"均价22,000元/m²",187-253万元
华标品峰,售罄,[海珠-滨江]滨江中路466号,四居(3),,"均价44,061元/m²",总价待定
世纪云顶雅苑(商办),售罄,海珠 - 海珠区广州大道南西侧，金菊路南边，经典居右侧,二居(1)，三居(3),,售价待定,总价待定
广州云山国际,售罄,[越秀]先烈中路云鹤北街8号,不限(2),,"均价25,000元/m²",总价待定
麓湖御景(商办),售罄,[越秀-淘金]越秀区麓苑路39号,二居(2)，三居(1)，四居(1),,售价待定,总价待定
锦绣联合商务大厦(商办),售罄,[越秀-淘金]天河路1号、3号、5号,一居(4),,售价待定,总价待定
御龙国际商寓,售罄,越秀 - 广园西路235号（广园西路立交桥西侧）,一居(2),,"均价16,539元/m²",总价待定
白云尚城(商办),售罄,[白云-白云大道]黄石北路137-157号,二居(1)，三居(2)，四居(2),,售价待定,总价待定
卡布奇诺,售罄,[白云-南湖区]华远厂路段,一居(4)，三居(4)，四居(1),,售价待定,总价待定
招商雍景湾,在售,[黄埔-知识城],三居(2)，四居(1),2018.01.26,"均价20,500元/m²",160-180万元
君和名城,待售,[黄埔-黄埔区府]大沙东路与丰乐北路交汇处,二居(1)，三居(1),2018.02.05,售价待定,总价待定
美悦湾,待售,[黄埔-科学城]黄埔开发区西区丽江街1号,二居(5)，三居(3),2018.01.31,"均价20,000元/m²",146-150万元
御湖名邸(别墅),待售,黄埔 - 金坑村内，水库以南、广汕公路西北面,不限(2)，三居(2)，四居(1),2018.02.07,总价待定,
保利世贸公寓(商办),售罄,[海珠]新港东路1000号,一居(2)，三居(1),,售价待定,总价待定
逸景翠园,售罄,[海珠-广州大道南]广州大道南1028号,二居(1)，三居(5)，四居(2),,"均价30,000元/m²",总价待定
利海假日轩(商办),售罄,海珠 - 赤岗东路赤岗中学对面（地铁2号线赤岗站C1出口，步行5分钟即...,二居(6)，三居(2),,售价待定,总价待定
东方夏湾拿,在售,[从化-太平镇]东方夏湾拿花园N区大街70-116号,不限(1)，四居(2)，五居及以上(1),2017.04.05,443万元/套,
锦绣联合商务大厦,售罄,[越秀-淘金]天河路1号、3号、5号,一居(4),,"均价26,179元/m²",总价待定
海印东山100,售罄,[越秀-东山]东华南路和大沙头二马路交接处,二居(5)，三居(3),,"均价38,297元/m²",总价待定
颐和雅轩(商办),售罄,越秀 - 应元路洪桂新街1、3、5号（明达大厦南侧）,不限(1)，一居(1)，三居(3),,售价待定,总价待定
壹品E·Park,待售,黄埔 - 科学城伴河路192号（植树公园旁）,不限(1)，一居(1)，二居(1),2018.02.07,售价待定,总价待定
力迅时光里,售罄,海珠 - 海逸街9号（即江南大道中与南天路交界）,二居(4)，三居(14)，四居(6),,"均价32,121元/m²",总价待定
西湾阳光,售罄,[荔湾-环市西]长乐后街55—56号,二居(2)，三居(2),,"均价24,798元/m²",总价待定
珠光流溪御景,在售,从化 - 神岗文峰塔公园内流溪河畔105国道旁,不限(5),2017.04.10,522-540万元/套,
明月东山(商办),售罄,[越秀-东山]明月一路2街2-8号,三居(2)，四居(1),,售价待定,总价待定
捷登都会,售罄,[越秀-北京路]吉祥路与中山五路交界处,不限(3),2017.04.05,售价待定,总价待定
倾城五星皇冠(商办),售罄,[越秀-东风东]盘福路79号,一居(2),,售价待定,总价待定
金润铂宫,售罄,[越秀-北京路]越秀区北京路步行街238号,一居(5)，二居(3)，三居(1),,"均价32,120元/m²",总价待定
海景农林华府,售罄,越秀 - 犀牛路农本新村，毗邻广州市传统商业中心农林下路,三居(1)，四居(1)，五居及以上(1),2017.04.05,"均价58,000元/m²",总价待定
中新里,待售,[黄埔-知识城]九龙大道腾飞园,二居(3)，三居(5),2018.02.06,售价待定,总价待定
壹品E·Park(商办),待售,黄埔 - 科学城伴河路192号（植树公园旁）,不限(1)，一居(1)，二居(1),2017.04.11,售价待定,总价待定
星御翠园(别墅),售罄,"海珠 - 凤康路135-167号（单号），星御街2-28号（双号）,中...",一居(3)，二居(1),,总价待定,
华筑翡翠湾,在售,[番禺-华南]大石沿江东路,二居(1)，三居(2),2017.06.21,"均价34,500元/m²",241-290万元
西湾阳光(商办),售罄,[荔湾-环市西]长乐后街55—56号,二居(2)，三居(2),,售价待定,总价待定
宏新华庭,售罄,[荔湾-陈家祠]光复北路康公直街12-38号,三居(4),,"均价35,294元/m²",总价待定
逸翠湾,售罄,[荔湾-芳村]黄沙大道8号(黄沙地铁站D出口),四居(1)，五居及以上(2),,"均价33,707元/m²",总价待定
元邦明月水岸,售罄,荔湾 - 花地大道南（地铁一号线西朗站往花地河方向300米）,三居(4)，四居(1),2017.02.22,"均价34,000元/m²",总价待定
珠光云岭湖,在售,[从化-街口]街口街与355省道接壤处,四居(1)，五居及以上(1),2017.03.06,584-795万元/套,
亿城泉说,在售,[从化-温泉镇]悦泉路,不限(1),2017.04.06,"2,040万元/套",
逸景雅轩(别墅),售罄,[从化]向阳南路7号,三居(3)，四居(1),,总价待定,
兴业海逸半岛花园,售罄,[从化-江埔街]环市东路,二居(2)，三居(5)，四居(4),,"均价9,836元/m²",总价待定
方圆明月山溪,售罄,[从化-温泉镇]明月山溪大道,不限(10)，一居(3)，二居(2)，三居(2)，四居(1),,"均价6,842元/m²",总价待定
侨宏花园(商办),售罄,[从化-温泉镇]温泉镇温泉西路22号,一居(3)，二居(1),,售价待定,总价待定
越秀逸泉映翠,售罄,从化 - 迎宾大道以北，105国道旁（南洋理工大学南侧）,二居(2)，三居(2),,"均价16,010元/m²",总价待定
广州民间金融大厦,售罄,[越秀-北京路]长堤大马路316号,一居(4),,售价待定,总价待定
沁园,待售,黄埔 - 科学城开源大道中与伴河路交界处（植树公园旁）,不限(4),2018.02.06,总价待定,
珠江颐德公馆,在售,天河 - 花城大道与海清路交界（珠江公园南门对面）,四居(2),2017.03.08,"均价80,000元/m²","1,736-2,032万元"
新一城广场,售罄,[海珠-宝岗]宝业路1号,二居(8)，三居(2)，四居(2),2017.02.10,"均价36,000元/m²",总价待定
花季华庭,售罄,[海珠-赤岗]江海大道紫菀一路60号,二居(2)，三居(1),,"均价24,288元/m²",总价待定
信达阳光海岸,售罄,[海珠-滨江]下渡路信泰街1—9号（滨江东路）,五居及以上(3),,"均价54,379元/m²",总价待定
馨润尚寓(别墅),售罄,海珠 - 英豪花园内（东晓南路与盈丰路路口）,一居(3)，三居(1),,总价待定,
星尚,在售,番禺 - 大龙街丰尚路68号（石碁三中对面）,二居(6)，三居(11)，四居(2),2017.06.21,"均价23,000元/m²",253-262万元
龙湾贰号(别墅),售罄,荔湾 - 龙湾路2号(地铁一号线芳村站C出口),三居(2),,总价待定,
逸泉山庄,售罄,[从化-街口]神岗流溪河畔,二居(3)，五居及以上(2),,"均价8,849元/m²",总价待定
奶茶咖啡,售罄,[从化-江埔街]河东沿江南路66号,二居(3)，三居(8),2017.02.08,"均价9,300元/m²",总价待定
爱尚流溪,售罄,[从化-江埔街]环市东路988号,三居(9),2017.03.14,"均价8,000元/m²",总价待定
青春,售罄,从化 - 环市东路223号（凯旋假日酒店对面）,二居(4)，三居(13),2017.04.06,售价待定,总价待定
东港花园,待售,黄埔 - 文冲机械市场以东，四海酒家以西,一居(1)，二居(3)，三居(3),2018.02.06,售价待定,总价待定
博雅首府,在售,[天河-珠江新城]珠江新城冼村路2号,四居(1)，五居及以上(4),2017.04.05,"均价78,000元/m²","2,629-3,011万元"
星汇御府,在售,天河 - 海业路6号，海业路与金穗路交界,五居及以上(2),2017.04.05,"均价80,000元/m²","2,680-3,152万元"
金时花园,在售,[增城-荔城]增江街纬六路5号,三居(3),2018.02.05,"均价17,500元/m²",203万元
怡乐花园三期(别墅),售罄,[海珠-东晓]怡乐路怡乐四巷6-8号,三居(3)，四居(1),,总价待定,
可逸锦苑(别墅),售罄,[海珠-江南西]杏园大街（南武中学对面）,四居(1)，五居及以上(2),,总价待定,
邦泰国际公寓,售罄,[海珠-琶洲]新港东路3号,一居(3)，二居(1),,"均价25,000元/m²",总价待定
荔园地产中心,在售,[番禺-华南]万博四路（即万达广场旁）,不限(4),2017.03.07,"均价53,000元/m²",292-318万元
尚上名筑,在售,[番禺]亚运大道北侧、石清公路东侧,一居(1)，二居(2)，三居(7)，四居(3)，五居及以上(1),2017.06.13,"均价28,000元/m²",308万元
臻尚苑,在售,番禺 - 番禺广州南站东侧700米（石壁地铁站旁）,二居(2)，三居(1),2017.04.06,"均价34,500元/m²",328-400万元
龙湾贰号(商办),售罄,荔湾 - 龙湾路2号(地铁一号线芳村站C出口),三居(2),,售价待定,总价待定
逸景雅轩(商办),售罄,[从化]向阳南路7号,三居(3)，四居(1),,售价待定,总价待定
逸景雅轩,售罄,[从化]向阳南路7号,三居(3)，四居(1),,"均价25,641元/m²",总价待定
御湖名邸,待售,黄埔 - 金坑村内，水库以南、广汕公路西北面,不限(2)，三居(2)，四居(1),2018.02.07,售价待定,总价待定
汇悦台,在售,天河 - 马场路与临江大道交界处（南国花园南面）,三居(4)，四居(5)，五居及以上(1),2017.06.05,"均价130,000元/m²","3,068-5,681万元"
景新国际名城,待售,[增城-荔城]风光路33号,二居(2)，三居(9)，四居(3),2018.02.07,"均价22,000元/m²",218万元
西福蓝湾,在售,[增城-朱村]朱村街凤岗村,二居(2)，三居(5)，四居(1),2018.02.06,"均价19,000元/m²",142-216万元
中建荔苑,在售,[增城],三居(1),2018.02.24,"均价18,000元/m²",160万元
