小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价 
塞纳公馆（公寓）,售罄,南开 - 红旗路388号（红旗南路与复康路交口）,一居(5),,"均价20,000元/m²",总价待定
泊湖林奇郡,在售,[静海-团泊湖]津王公路和中央大道交口西北侧,三居(2)，四居(7),2018.02.28,301万元/套,
维拉villa庄园（别墅）,在售,静海 - 西双塘枫林湾生态园林保护区,三居(1)，四居(1)，五居及以上(3),2018.02.28,325-373万元/套,
宝境栖园（别墅）,售罄,宝坻 - 宝坻一中向东300米北城东路以南紧邻棉衣宿舍,二居(3)，三居(1),,总价待定,
亿城堂庭,售罄,[红桥-丁字沽]勤俭道与光荣道交汇处,二居(7)，三居(1)，四居(2),2017.04.25,售价待定,总价待定
瞰海尚府,售罄,[红桥-咸阳北路]红桥区咸阳路与海源道交口,一居(2)，二居(1),,"均价19,490元/m²",总价待定
富景花园,售罄,红桥 - 芥园道与西马路交口附近（中国邮政对面）,一居(2)，二居(1),2016.09.09,"均价27,000元/m²",总价待定
碧桂园海昌天澜商业（商铺）,在售,滨海新区 - 中心商务区河南路与安阳道交口处,一居(2),2017.11.10,"均价29,000元/m²",总价待定
天津中心（公寓）,售罄,和平 - 南京路与贵阳路交叉口南京路219号,一居(5)，二居(2),,售价待定,总价待定
招商钻石山（公寓）,售罄,南开 - 卫津南路与宾水西道交口（紧邻奥体中心水滴东门）,二居(4)，三居(5)，四居(3),,"均价18,000元/m²",总价待定
禹洲御湖郡,售罄,[静海-团泊湖]团泊大道与大明湖路交口东北侧,二居(2)，三居(2),,售价待定,总价待定
蕴海家园,售罄,[静海-静海城区]联盟大街与南纬三路交口,二居(9)，三居(2),2017.09.22,"均价12,000元/m²",总价待定
运河新城,售罄,[静海-静海城区]静海唐官屯镇104国道北侧,二居(1)，三居(3),,"均价2,500元/m²",总价待定
华纳瑞都（公寓）,售罄,[静海-静海经济开发区]春曦道与地纬路交口,不限(4),2016.11.16,"均价8,500元/m²",总价待定
平安家园（公寓）,售罄,宝坻 - 霍各庄镇津围公路82公里处北侧,一居(3)，二居(8)，三居(2),,售价待定,总价待定
玺岳,售罄,[红桥-西站]河北大街与新三条石大街交口,二居(4)，三居(4),,"均价27,000元/m²",总价待定
瞰海尚府（别墅）,售罄,[红桥-咸阳北路]红桥区咸阳路与海源道交口,一居(2)，二居(1),,总价待定,
一商友谊广场（公寓）,待售,[滨海新区-汉沽]河西三经路与四纬路交口,一居(1)，二居(1),2017.09.29,售价待定,总价待定
力勤金融广场（公寓）,待售,[滨海新区-于家堡]金融区03-06地块,不限(1),2018.02.26,售价待定,总价待定
官港溪谷林苑（别墅）,待售,滨海新区 - 官港西路与官港南路交口西南侧,三居(2)，五居及以上(1),2018.02.28,总价待定,
天津中心,售罄,和平 - 南京路与贵阳路交叉口南京路219号,一居(5)，二居(2),,"均价20,744元/m²",总价待定
融侨观邸,售罄,[南开]南开长江道与南开六马路交口,二居(2)，三居(3)，四居(2),,"均价29,637元/m²",总价待定
融创奥城天玺,售罄,南开 - 宾水西道与凌宾路交口奥城商务区,一居(4)，二居(1)，三居(3)，四居(3),,"均价18,854元/m²",总价待定
菊芳园,售罄,[静海-静海经济开发区]春曦道与宇纬路交口,一居(1)，二居(3)，三居(2),,"均价7,000元/m²",总价待定
中天城市风景（别墅）,售罄,[宝坻-宝坻新城]北环东路南,二居(3)，三居(1)，四居(3),,总价待定,
宝境栖园（公寓）,售罄,宝坻 - 宝坻一中向东300米北城东路以南紧邻棉衣宿舍,二居(3)，三居(1),,售价待定,总价待定
金侨公园壹号,售罄,[红桥-咸阳北路]咸阳北路与纪念馆路交口,二居(2)，三居(5),,"均价19,830元/m²",总价待定
观锦,售罄,[河北-北宁公园]普济河道和南口路的交口,一居(1)，二居(14)，三居(4),,"均价25,000元/m²",总价待定
紫金庄园（公寓）,在售,滨海新区 - 中塘镇大安桥与通达街西侧（津港公路旁）,一居(2)，开间(1),2018.03.01,"均价7,500元/m²",40-52万元
新汇华庭（公寓）,售罄,[和平-南市]荣业大街与闸口街交口,不限(3),,"均价29,000元/m²",总价待定
都会轩,售罄,和平 - 和平南京路与长沙道交口西南侧（耀华中学对面）,一居(1)，二居(6),,"均价43,314元/m²",总价待定
倍儿幸福,售罄,[南开]南开红旗路与青年路交口,一居(2)，二居(2),,"均价19,466元/m²",总价待定
融创中心,售罄,[南开]南开红旗路与保泽道交口,三居(1),2017.05.25,"均价43,000元/m²",总价待定
顶佳金领地（别墅）,售罄,南开 - 南开华苑产业区兰苑路与复康路交口,一居(3)，二居(3)，三居(2),,总价待定,
龙湾福泰花园,售罄,[宝坻-宝坻城区]大口屯镇津围公路西,二居(3)，三居(3),2016.11.01,"均价6,500元/m²",总价待定
馨逸家园,售罄,[宝坻-宝坻城区]宝坻南关大街与渔阳路交口,四居(1),,"均价7,500元/m²",总价待定
京东领秀城（公寓）,售罄,宝坻 - 霍各庄镇津围公路与通唐路东北交口处,二居(6)，三居(4),,售价待定,总价待定
上榀坐,售罄,[河北-靖江路]靖江路与增产道交口,一居(3)，二居(2),,"均价13,490元/m²",总价待定
君临天下,售罄,[河北-意奥海河]博爱道与民族路交口,二居(4)，三居(3),,"均价10,619元/m²",总价待定
格调艺术领地,售罄,河北 - 中环内南口路与喜峰道交口（天津第一医院北400米）,一居(2)，二居(6)，三居(3),,"均价18,028元/m²",总价待定
中惠熙元广场（公寓）,在售,滨海新区 - 滨河西路与坨场南路交口，海河开启桥旁,一居(9),2018.02.06,"均价13,000元/m²",62-126万元
格调绮园（公寓）,在售,[河西-新梅江]黑牛城道与太湖路交口,二居(3)，三居(2),2018.02.28,"均价31,500元/m²",274-304万元
和平时光（公寓）,售罄,[和平-劝业场]和平新疆路2号,一居(4)，二居(4)，三居(4),,售价待定,总价待定
犀地（公寓）,售罄,和平 - 吴家窑一号路犀地销售中心（昆鹏小学对面）,一居(3)，二居(3)，三居(1),,售价待定,总价待定
倍儿幸福（别墅）,售罄,[南开]南开红旗路与青年路交口,一居(2)，二居(2),,总价待定,
东北角艺术公寓（公寓）,售罄,[南开-老城厢]南开区北马路、东马路交口处,一居(6)，二居(4)，三居(4),,售价待定,总价待定
东北角艺术公寓,售罄,[南开-老城厢]南开区北马路、东马路交口处,一居(6)，二居(4)，三居(4),,"均价16,627元/m²",总价待定
熙悦华府（公寓）,售罄,[南开-黄河道]黄河道与快速路交口,一居(6)，二居(2),2017.05.02,"均价17,000元/m²",总价待定
凌奥国际公寓（公寓）,售罄,南开 - 凌宾路与快速路交口（凌奥创意产业园旁,一居(4)，二居(4)，三居(1),,"均价11,000元/m²",总价待定
旺海公府,售罄,[河北-望海楼]海河东路与狮子林大街交口,一居(1)，二居(6)，三居(4)，四居(3),2017.09.30,"均价50,000元/m²",总价待定
自在中环（别墅）,售罄,[河北]河北区南口路与榆关道交口,一居(2)，二居(3),,总价待定,
格调艺术领地（公寓）,售罄,河北 - 中环内南口路与喜峰道交口（天津第一医院北400米）,一居(2)，二居(6)，三居(3),,售价待定,总价待定
澜湾广场（公寓）,在售,西青 - 万卉路富力湾底商14号（澜湾半岛）,一居(11),2018.02.28,"均价14,000元/m²",55-416万元
天齐国际广场（公寓）,在售,滨海新区 - 商务区C06地块迎宾大道1288号,一居(2),2017.09.29,"均价15,000元/m²",63-84万元
新梅江锦秀里,在售,[河西-新梅江]沂山路与渌水道交口,二居(5)，三居(4),2018.02.28,"均价37,400元/m²",337-542万元
格调绮园,在售,[河西-新梅江]黑牛城道与太湖路交口,二居(4)，三居(9)，四居(1),2018.03.12,"最低42,000元/m²起",366万元
天房美棠,在售,河西 - 郁江道与内江路交口处（东江道与春海路交口处）,三居(1)，四居(1),2018.03.02,"均价40,000元/m²",388万元
犀地,售罄,和平 - 吴家窑一号路犀地销售中心（昆鹏小学对面）,一居(3)，二居(3)，三居(1),,"均价36,972元/m²",总价待定
融创王府壹號,售罄,[南开-鞍山西道白堤路]南开白堤路庄王府西侧,三居(5)，四居(3),,"均价35,000元/m²",总价待定
靖江鑫园（公寓）,售罄,[河北]真理道与泰兴路交口,一居(1)，二居(2)，三居(1),,售价待定,总价待定
广德园（公寓）,售罄,[河北-金钟河大街]金钟河大街与争光路交口,一居(2)，二居(7)，三居(2),,"均价13,000元/m²",总价待定
海河金茂府,在售,[河东]海河东路与十五经路交口,三居(3)，四居(1),2018.02.23,"均价60,000元/m²","954-1,272万元"
天津东方环球影城,在售,西青 - 阜锦道与万卉路交口（曹庄花市西行300米,不限(1)，一居(10),2018.02.28,"均价18,000元/m²",77-227万元
融创滨海中心（公寓）,在售,[滨海新区-响螺湾]庆盛道与汇泽街交口,一居(5)，二居(2),2018.03.01,"均价16,000元/m²",64-167万元
东疆国际（公寓）,在售,[滨海新区-东疆港]亚洲路与郑州道交口处,一居(3),2017.09.29,"均价12,000元/m²",76-127万元
湖畔家园,在售,滨海新区 - 官港森林公园港西路与鱼塘交口的西北侧,二居(1)，三居(8)，五居及以上(2),2018.03.01,"均价7,800元/m²",80-191万元
中海寰宇天下,在售,[河西-大沽南路]洞庭路与黑牛城道交口,二居(3)，三居(2)，四居(2),2018.03.01,"均价44,000元/m²",898万元
中冶德贤公馆,售罄,河西 - 大沽南路与洪泽路交口（靠近中环）,二居(3)，三居(7),2018.03.02,"最低26,000元/m²起",总价待定
金德园,售罄,[和平-南京路]西宁道与贵州路交口,二居(2)，三居(1),,"均价44,322元/m²",总价待定
和平时光（别墅）,售罄,[和平-劝业场]和平新疆路2号,一居(4)，二居(4)，三居(4),,总价待定,
金融街融御,售罄,[和平-和平路]和平大沽北路与滨江道交口,二居(6)，三居(3),,"均价36,000元/m²",总价待定
都会轩（公寓）,售罄,和平 - 和平南京路与长沙道交口西南侧（耀华中学对面）,一居(1)，二居(6),,售价待定,总价待定
广德园,售罄,[河北-金钟河大街]金钟河大街与争光路交口,一居(2)，二居(7)，三居(2),,售价待定,总价待定
近水楼台二期（别墅）,售罄,[河北]河北区群芳路与红梅道交口,四居(3),,总价待定,
北斗星城（别墅）,售罄,[河北-意奥海河]金钟河大街与新开路交口处,三居(1)，四居(2),,总价待定,
北斗星城（公寓）,售罄,[河北-意奥海河]金钟河大街与新开路交口处,三居(1)，四居(2),,售价待定,总价待定
富水一方,售罄,[河北]建昌道小红星路14号,二居(3)，三居(5)，四居(1),,"均价14,113元/m²",总价待定
格调艺术领地（别墅）,售罄,河北 - 中环内南口路与喜峰道交口（天津第一医院北400米）,一居(2)，二居(6)，三居(3),,总价待定,
五矿正信林溪地（别墅）,在售,[北辰-津京公路]西青道与一经路交口北行800米,三居(1)，四居(4)，五居及以上(2),2018.03.02,400-680万元/套,
远洋未来里（商铺）,在售,[河东-新开路]河东区华昌道与复兴庄大街交口,一居(1),2018.03.02,"均价50,000元/m²","1,190万元"
中海城市广场,在售,[河东-六纬路]海河东路与九经路交口,一居(2)，二居(5)，三居(12)，四居(7),2018.02.28,"均价50,000元/m²","1,700-2,800万元"
振业城中央,售罄,河东 - 新开路和华龙道交口（新开路东侧）,二居(4)，三居(2),,"均价22,939元/m²",总价待定
青朗园,在售,[西青-杨柳青]西青道与柳口路交口处西侧100米,一居(6)，二居(1)，三居(2),2018.03.02,"均价19,500元/m²",90-207万元
海泰公馆（写字楼）,在售,[西青-李七庄]海泰大道42号,一居(3),2017.09.29,"均价16,000元/m²",99-146万元
海泰都市汇,在售,西青 - 西青区华苑产业园区海泰大道（117大厦旁）,一居(2)，二居(1),2018.02.28,"均价17,000元/m²",105-155万元
MIG金融大厦（公寓）,在售,滨海新区 - 庆盛道（原滨河西路）以东，集华道（原坨场道）以北,一居(6)，二居(2),2017.09.29,"均价14,000元/m²",83-137万元
天津昆仑中心（公寓）,售罄,河西 - 友谊北路与湛江道交口（河西乐购超市旁）,不限(5),2018.02.26,"均价22,000元/m²",总价待定
金德园（别墅）,售罄,[和平-南京路]西宁道与贵州路交口,二居(2)，三居(1),,总价待定,
金德园（公寓）,售罄,[和平-南京路]西宁道与贵州路交口,二居(2)，三居(1),,售价待定,总价待定
天津大都会SMART（公寓）,售罄,[和平-南市]福安大街与荣业大街交口处,一居(3)，二居(2),2017.09.30,"均价45,000元/m²",总价待定
金地艺城华府（别墅）,在售,北辰 - 东纵快速（铁东路）与西北半环快速（淮河道）交口,二居(1)，三居(6),2018.03.15,452万元/套起,
富民河畔家园,售罄,河东 - 富民路甲2号（国顺路与丰民路交口东北侧）,不限(1)，一居(1)，二居(2)，三居(1)，四居(1),,"均价16,658元/m²",总价待定
九策南奥雅居,在售,[西青-李七庄]卫津南路延长线上,二居(2)，四居(1),2018.02.28,"均价17,300元/m²",152-232万元
中交樾公馆,在售,[西青-张家窝]京福支线与辛老路交口以南,二居(4)，三居(8),2018.02.22,"最低17,800元/m²起",158-312万元
融泰城,在售,西青 - 津涞公路与秀川路交口南行100米,三居(8)，四居(4),2018.01.19,"均价22,000元/m²",207-264万元
京能海语城,在售,[滨海新区-东疆港]自贸区北京道599号,二居(5)，三居(2),2018.03.01,"均价11,000元/m²",99-139万元
万科金域国际,在售,滨海新区 - 散货物流中心金岸六道与银河五路交口,一居(1)，二居(3)，三居(2),2018.02.23,"均价10,925元/m²",101万元
海河大观（公寓）,售罄,[河西-下瓦房]解放南路和湘江道交口,一居(6)，二居(3)，三居(1),2018.02.28,"均价28,000元/m²",总价待定
富裕中心,售罄,河西 - 解放南路与津河交口(湘江道站牌旁),一居(6)，二居(10),,"均价26,097元/m²",总价待定
恒大翡翠华庭,在售,[东丽-东丽湖]东丽之光大道北侧，欢乐谷以西,一居(1)，二居(5)，三居(4),2018.02.23,"均价10,000元/m²",90-97万元
星河时代（别墅）,在售,[北辰-瑞景]龙泉道与外环辅路交口,四居(1),2018.03.01,560-570万元/套,
半湾半岛,在售,[北辰-双街镇]张湾双进道以南，顺达路以北,五居及以上(1),2018.03.01,"636-1,700万元/套",
花香漫城,售罄,北辰 - 天津市北辰区高新大道33号（地铁3号线华北集团站下）,一居(5)，二居(6)，三居(1),2018.03.15,售价待定,总价待定
公馆星期8（公寓）,售罄,[河东-成林道]成林道与泰兴路交口,不限(5)，一居(1)，二居(3)，三居(1),,"均价12,000元/m²",总价待定
卓越浅水湾,售罄,[河东-六纬路]十经路与七纬路交口,二居(4)，三居(2),,"均价11,170元/m²",总价待定
格调竹境,售罄,[河东-中山门]四号路与虎丘路交口,一居(1)，二居(10)，三居(6),,"均价19,591元/m²",总价待定
金融街融汇,在售,[西青-杨柳青]海泰南北大街与创新一路交口,二居(2)，三居(6),2018.02.06,"均价28,000元/m²",252-316万元
雲锦世家,在售,西青 - 星光路西侧（侯台风景区西行2公里处 ）,二居(3)，三居(11)，四居(4),2018.02.28,"均价30,000元/m²",270-495万元
合生君景湾（公寓）,在售,[滨海新区]第五大街与东海路交口南行,一居(1)，二居(1),2017.09.29,"均价17,500元/m²",105-158万元
宝龙国际中心（公寓）,在售,[滨海新区-于家堡]新港路宏运小区对面,一居(5)，二居(1),2018.03.01,"均价19,000元/m²",106-283万元
铂津湾（公寓）,售罄,[河西]台儿庄路与台儿庄支路交口,不限(5),2016.12.14,"均价22,000元/m²",总价待定
中海八里臺（公寓）,售罄,[河西-吴家窑大街]平山道与卫津路交口,不限(3),,"均价30,000元/m²",总价待定
弘泽印象,售罄,河西 - 河西区友谊南路与绥江道交口东南角,二居(4)，三居(1),,"均价21,986元/m²",总价待定
建邦时代汇,在售,[东丽-华明镇]华明大道与弘贯道交口,一居(3)，二居(1)，三居(1),2018.03.02,"均价13,000元/m²",42-129万元
科创慧谷,在售,[东丽-华明镇]弘顺道与一纬路交口处,一居(3)，二居(1),2018.03.02,"最低13,000元/m²起",57-123万元
融创融园,在售,东丽 - 津滨大道与雪山路交叉口西北侧,三居(3),2018.03.15,"最低25,000元/m²起",240-492万元
曲院风荷,售罄,蓟州 - 光明路与迎宾路交口（蓟县党校对面）,一居(1)，二居(3)，三居(10)，四居(1),,"均价8,500元/m²",总价待定
华城佳苑（别墅）,售罄,[北辰]中环线普济河道桥北侧淮河路快速路旁,二居(2)，三居(1),,总价待定,
泊岸豪庭（公寓）,售罄,[北辰-双口镇]下河头,一居(3)，二居(2)，三居(1),,售价待定,总价待定
幸福公里,售罄,北辰 - 双青新家园内，地铁刘园站西侧1000米,二居(8),,售价待定,总价待定
融科金月湾,售罄,[河东-中山门]月牙河南路金月湾,二居(2)，三居(3),,"均价18,433元/m²",总价待定
金地紫云庭,售罄,河东 - 津塘路与昆仑路交口（一号桥轻轨站旁）,二居(2)，三居(3),,"均价20,996元/m²",总价待定
保利罗兰公馆（别墅）,在售,[西青-张家窝]知景道东侧,三居(2)，四居(4),2018.03.02,340-560万元/套,
学府麦谷（写字楼）,在售,[西青-精武镇]学府工业区物联网产业园内,三居(6),2018.03.01,"均价13,000元/m²","416-2,340万元"
融侨观澜,在售,[西青-李七庄]卫津南路与凤展道交口,二居(2)，三居(4),2018.02.06,"均价34,000元/m²",428-459万元
天津湾海景文苑,售罄,[河西-海河沿线]古海道和南北大街交口东南侧,二居(6)，三居(3)，四居(1),,售价待定,总价待定
雅境新枫尚,售罄,河西 - 解放南路与渌水道交口（东南侧）,一居(2)，二居(4),,售价待定,总价待定
东丽御园,待售,[东丽-东丽开发区]地铁9号线东丽开发区...,,2018.03.02,售价待定,总价待定
恒大金碧天下,售罄,蓟州 - 蓟县国家5A级风景区盘山(关庄镇石佛村),三居(2)，五居及以上(3),,售价待定,总价待定
国耀上河城,售罄,[北辰-双街镇]双新大道与顺境路交口,一居(7)，二居(8)，三居(2)，四居(1)，五居及以上(1),,"均价10,000元/m²",总价待定
泽天下,售罄,[北辰]京津公路与延吉西道交口华辰中学旁,二居(25)，三居(2)，四居(1),,"均价22,000元/m²",总价待定
都汇杰座,售罄,[北辰-津京公路]京津路与泰来西道交口西南侧,一居(4)，二居(2),,"均价11,538元/m²",总价待定
蓝岸森林,售罄,[北辰]北辰区京津公路马庄,二居(2)，三居(1),,"均价9,578元/m²",总价待定
珑著,售罄,北辰 - 环瑞北路与龙门道交口（刘园地铁站西侧200米）,一居(2)，二居(5)，三居(7),2017.09.29,"均价17,500元/m²",总价待定
鑫谷园（公寓）,在售,[津南-辛庄镇]天津大道与机场南沿线交口处,三居(1),2018.02.28,"均价12,000元/m²",总价待定
格调竹境（公寓）,售罄,[河东-中山门]四号路与虎丘路交口,一居(1)，二居(10)，三居(6),,售价待定,总价待定
格调竹境（别墅）,售罄,[河东-中山门]四号路与虎丘路交口,一居(1)，二居(10)，三居(6),,总价待定,
红城（公寓）,售罄,河东 - 卫国道与红星路交口（顺驰桥下）,三居(1)，四居(2),,售价待定,总价待定
中交樾公馆（别墅）,在售,[西青-张家窝]京福支线与辛老路交口以南,三居(1)，四居(1),2018.02.28,435-475万元/套,
喜年广场（别墅）,售罄,[河西-梅江]天津河西区解放南路与浯水道交口,一居(4)，二居(1),,总价待定,
哈兰庄园（别墅）,在售,[武清-泗村店]京津高速泗村店出口西行1000米,二居(1)，三居(2)，四居(2),2017.09.29,326万元/套,
路劲阅湖（别墅）,在售,[东丽-成林道]昆仑北路快速路与满江东路交口,三居(1)，四居(3),2018.02.28,"550-1,200万元/套",
金泰丽湾,待售,[东丽-华明镇]弘顺道与华瑞路交口,一居(1)，二居(4)，三居(8),2018.02.28,售价待定,总价待定
荣泰广场（公寓）,在售,[东丽-空港]环河东路与东四道交口,,2017.09.30,"均价16,000元/m²",总价待定
天津华侨城崋墅（别墅）,待售,东丽 - 东丽湖路西侧，东丽之光大道以南,五居及以上(1),2017.09.29,总价待定,
玉龙湾运动度假山谷,售罄,[蓟州-城关]于桥水库（翠屏湖）南5公里,不限(4),,售价待定,总价待定
路劲领山,售罄,[蓟州-光明路]光明路和燕山东路交口,一居(3)，二居(3),,售价待定,总价待定
新宇花园（别墅）,售罄,[蓟州-光明路]经济开发区立交桥东北侧,二居(2)，三居(1),,总价待定,
路劲领山（别墅）,售罄,[蓟州-光明路]光明路和燕山东路交口,一居(3)，二居(3),,总价待定,
七星花园,售罄,[蓟州-光明路]光明路西侧迎宾路北侧,二居(3),,"均价8,429元/m²",总价待定
天一绿海（别墅）,售罄,蓟州 - 宝塔路东侧（城关东环路与迎宾路延长线交口）,不限(1)，二居(1)，三居(1)，四居(1),,总价待定,
天房天辰世纪,售罄,[北辰]顺义道18号,一居(4)，二居(2),2016.12.13,"均价9,450元/m²",总价待定
北辰红星国际广场,售罄,[北辰-津京公路]京津公路与果园南道交口,二居(1)，三居(3),2017.04.25,"均价15,000元/m²",总价待定
新城吾悦广场(商铺),在售,[津南-咸水沽镇]二八线与津南环线交汇,,2018.03.02,"均价30,000元/m²",总价待定
金地艺城瑞府,在售,津南 - 天津大道咸水沽（东）出口西侧与津沽线交口处,二居(1)，三居(2),2018.03.02,"最低14,000元/m²起",总价待定
阳光新业国际（公寓）,售罄,[河东-卫国道]河东区卫国道与顺航路交口,二居(5)，三居(2),,售价待定,总价待定
阳光新业国际,售罄,[河东-卫国道]河东区卫国道与顺航路交口,二居(5)，三居(2),,"均价19,705元/m²",总价待定
香堤庭院（别墅）,在售,[西青-张家窝]嘉和路与知景道交口,不限(2),2017.09.29,495万元/套,
瞰海尚府（公寓）,售罄,[红桥-咸阳北路]红桥区咸阳路与海源道交口,一居(2)，二居(1),,售价待定,总价待定
虹溪公寓（别墅）,售罄,[红桥-咸阳北路]丁字沽三号路与咸阳北路交口,二居(4),,总价待定,
香墅里（别墅）,在售,武清 - 京福公路北侧（京沪高速西武清西出口西行200米）,四居(6),2017.09.29,389-522万元/套,
香缇花园,待售,[东丽-万新街]祁连路与满江东道交口,三居(4),2018.02.28,售价待定,总价待定
童年湖,在售,东丽 - 自贸区中心大道与西五道交口（欧贸中心南侧）,二居(4),2018.03.02,"均价14,000元/m²",总价待定
至道庄园,售罄,蓟州 - 燕山西路北侧府君山公园南侧,二居(2)，三居(2),,售价待定,总价待定
京基嶺域（别墅）,待售,[津南-八里台镇]津港公路京基高尔夫球场内,三居(3)，四居(13),2018.03.01,总价待定,
南园（别墅）,待售,津南 - 津港公路与科技大道交口西南侧,不限(5)，二居(1)，三居(2),2018.02.27,总价待定,
海河华鼎（公寓）,售罄,[红桥-大胡同]张自忠1号,一居(1)，二居(3),,售价待定,总价待定
金领国际(别墅),售罄,[红桥-西站]河北大街快速路与三条石大街交口,一居(2),2017.12.01,总价待定,
鸿坤原乡半岛（别墅）,在售,[武清-中央水城]武清高铁站向东2000米,不限(3)，三居(2),2018.02.26,399万元/套,
绿洲湾8号（别墅）,在售,武清 - 京津高速泗村店出口右转直行1800米,四居(7)，五居及以上(4),2018.03.02,441-491万元/套,
复地湖滨广场,待售,[东丽-空港]中环东路与东二道交口,二居(3)，三居(2),2018.02.28,售价待定,总价待定
和泓四季恋城,在售,[东丽-津滨大道]津滨大道与跃进路交口,一居(1)，二居(4)，三居(2),2018.02.27,"均价20,000元/m²",总价待定
北大资源阅府,待售,[东丽-东丽湖]东丽大道与景福路交口,二居(1)，三居(1),2018.02.28,售价待定,总价待定
香缇花园（别墅）,待售,[东丽-万新街]祁连路与满江东道交口,,2018.03.01,总价待定,
仁爱团泊湖丁香岛（别墅）,售罄,[静海-团泊湖]仁爱团泊湖温泉酒店对面,三居(3)，四居(3)，五居及以上(1),2018.02.28,总价待定,
昕瑞家园（公寓）,售罄,[蓟州-府君山公园]蓟县中昌南路,二居(3),,售价待定,总价待定
昕瑞家园（别墅）,售罄,[蓟州-府君山公园]蓟县中昌南路,二居(3),,总价待定,
圣世宫,售罄,[蓟州-凤凰山]东翼路与凤凰山大道交口,,2017.06.30,售价待定,总价待定
悠然墅,售罄,[蓟州-凤凰山]蓟县毛家峪长寿度假村,不限(2),,售价待定,总价待定
恒大金碧天下（公寓）,售罄,蓟州 - 蓟县国家5A级风景区盘山(关庄镇石佛村),三居(2)，五居及以上(3),,售价待定,总价待定
香港建鑫城（公寓）,在售,[津南-八里台镇]津港公路与八二路交口,,2018.03.02,"均价8,000元/m²",总价待定
沽上江南（别墅）,待售,[津南-咸水沽镇]红旗路以东建国大街以北,,2018.03.02,总价待定,
米兰阳光（别墅）,待售,[津南-咸水沽镇]建国大街与津沽公路交口,,2018.03.01,总价待定,
米兰阳光,待售,[津南-咸水沽镇]建国大街与津沽公路交口,二居(2),2018.03.01,售价待定,总价待定
拾光汇,在售,津南 - 微山南路与赤龙街交口向东前行700米,一居(2)，二居(1)，三居(2),2018.03.02,"均价11,000元/m²",47-144万元
美克嘉美湾（别墅）,在售,[武清-杨村]京津公路与龙凤新河交口西侧,四居(6),2018.03.01,453-640万元/套,
南湖红星国际广场（别墅）,在售,[武清-南湖]天和路与藕甸道交口,三居(2)，四居(3)，五居及以上(3),2018.03.01,473万元/套,
梅尚国际住区（别墅）,在售,武清 - 梅厂镇武宁路与津围公路交口处（京津高速梅厂出口北行500米）,不限(4),2018.02.24,"517-1,250万元/套",
湖语公园（别墅）,售罄,静海 - 天津大学仁爱学院北门和光合谷温泉酒店交汇处,不限(4),2016.12.16,总价待定,
现代城（公寓）,售罄,[蓟州-光明路]宝塔路与迎宾路交口,二居(3),,售价待定,总价待定
信恒锦园（公寓）,在售,[津南-双港镇]外环辅路与景盛路交口,一居(2)，二居(3),2017.09.30,"均价14,500元/m²",74-93万元
沽上江南,在售,[津南-咸水沽镇]红旗路以东建国大街以北,二居(14)，三居(2),2018.02.28,"最低14,200元/m²起",118-149万元
信恒锦园,在售,[津南-双港镇]外环辅路与景盛路交口,二居(1)，三居(1),2018.03.01,"最低14,000元/m²起",215-295万元
新华城市广场（商铺）,在售,津南 - 体育场路与建国大街交口（向西100米）,一居(2),2018.03.02,"均价32,500元/m²","260-1,625万元"
世侨唐墅（别墅）,在售,武清 - 京滨工业园古达路与京滨大道交口西北侧,四居(10),2017.09.29,591万元/套,
金润凤凰洲,售罄,宝坻 - 南城马家店镇津围公路东行400米,二居(2),2017.01.09,售价待定,总价待定
兰海小区（别墅）,售罄,[静海-静海城区]东方红路富达小区底商,二居(2)，三居(1),,总价待定,
公园一品3期,售罄,[静海-静海城区]独流镇,一居(2)，二居(3)，三居(2),,"均价3,350元/m²",总价待定
金桥国贸中心,售罄,[静海-静海城区]静海东方红路与胜利大街交口,二居(1)，三居(5),,"均价15,558元/m²",总价待定
兰海小区,售罄,[静海-静海城区]东方红路富达小区底商,二居(2)，三居(1),,"均价7,735元/m²",总价待定
尚庄豪庭,售罄,[静海-静海城区]独流镇,一居(1)，二居(2)，三居(1),,"均价3,300元/m²",总价待定
游龙逸海庭院（公寓）,售罄,静海 - 静文公路与聚海道交口（开发区内）,不限(6),,"均价6,800元/m²",总价待定
蓝光雍锦香颂（别墅）,在售,[津南-咸水沽镇]天津大道与四里沽路交口,,2018.02.28,330-450万元/套,
卓达镜湖（别墅）,待售,武清 - 高村镇京津高速（二线）牛镇出口东行100米,不限(8),2017.09.30,"796-1,365万元/套",
凌奥国际公寓,售罄,南开 - 凌宾路与快速路交口（凌奥创意产业园旁,一居(4)，二居(4)，三居(1),,"均价7,900元/m²",总价待定
泰富橄榄城,售罄,宝坻 - 津蓟高速公路温泉城出口北行200米,二居(4),,售价待定,总价待定
景尚春墅（别墅）,售罄,静海 - 新城春曦道西侧（盛世华庭底商）,不限(8)，二居(1)，三居(1),2016.11.16,总价待定,
旺海公府,售罄,[河北-望海楼]海河东路与狮子林大街交口,一居(1)，二居(6)，三居(4)，四居(3),2017.09.30,"均价50,000元/m²",总价待定
博雅轩花园洋房,售罄,[武清]城关镇中心,二居(3)，三居(1),,"均价3,900元/m²",总价待定
金侨大道,售罄,[武清-武清开发区]福源道与南东线交口,一居(1)，二居(2)，三居(1),,售价待定,总价待定
